# {"arm": "left", "target_base_y": 0.086332, "hover_height_m": 0.12, "y_tolerance_m": 0.005, "grid_x_min": -0.256004, "grid_z_min": -0.321837, "recorded_at": "2026-04-14T17:39:45"}
cam_x,cam_y,cam_z,base_x,base_y,base_z,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
-0.112489,-0.055446,0.607629,-0.159857,0.086416,-0.047727,1758,1672,2654,2920,1949,1994
-0.111994,-0.055448,0.607656,-0.160264,0.086401,-0.048009,1774,1672,2654,2920,1950,1994
-0.112934,-0.056678,0.614795,-0.163888,0.088165,-0.041917,1788,1672,2654,2920,1950,1994
-0.110176,-0.055920,0.603866,-0.159367,0.086536,-0.052141,1803,1672,2654,2920,1952,1994
-0.110656,-0.056349,0.606332,-0.160497,0.087155,-0.049942,1819,1672,2654,2920,1966,1994
-0.110656,-0.056349,0.606332,-0.160497,0.087155,-0.049942,1839,1672,2654,2920,1988,1994
-0.110158,-0.056295,0.606287,-0.160863,0.087079,-0.050279,1864,1672,2654,2920,2015,1994
-0.107120,-0.055578,0.595368,-0.156569,0.085480,-0.060669,1893,1672,2654,2920,2044,1994
-0.104097,-0.055397,0.586301,-0.153393,0.084546,-0.069637,1949,1672,2653,2920,2089,1994
-0.102034,-0.055018,0.576154,-0.148799,0.083376,-0.078850,1978,1672,2653,2920,2108,1994
-0.100842,-0.054833,0.570059,-0.146002,0.082717,-0.084359,2005,1672,2653,2920,2124,1994
-0.100977,-0.055267,0.568713,-0.145064,0.083061,-0.085369,2032,1672,2653,2920,2139,1994
-0.102412,-0.055630,0.568908,-0.144047,0.083491,-0.084366,2081,1672,2653,2920,2167,1994
-0.100908,-0.054879,0.551308,-0.134442,0.081449,-0.099068,2127,1672,2653,2920,2199,1994
-0.103818,-0.056420,0.559987,-0.137451,0.083706,-0.090582,2149,1672,2653,2920,2218,1994
-0.101888,-0.055272,0.544306,-0.129366,0.081386,-0.104005,2171,1672,2653,2920,2236,1994
-0.110864,-0.057076,0.544377,-0.122300,0.083535,-0.098593,2315,1672,2653,2920,2372,1994
-0.122767,-0.057488,0.521640,-0.098945,0.082808,-0.109214,2447,1671,2653,2920,2505,1994
-0.125137,-0.057190,0.513079,-0.091824,0.082000,-0.114471,2450,1671,2653,2920,2510,1994
-0.111831,-0.056299,0.528901,-0.112049,0.081711,-0.110110,2283,1671,2653,2920,2385,1994
-0.105714,-0.056938,0.557739,-0.134569,0.084138,-0.091230,2182,1671,2653,2920,2311,1994
-0.107531,-0.056992,0.539919,-0.122197,0.083010,-0.104134,2309,1671,2653,2920,2434,1994
-0.109125,-0.056192,0.528030,-0.113653,0.081439,-0.112444,2341,1671,2653,2920,2462,1994
-0.114095,-0.056838,0.526114,-0.108545,0.082140,-0.110957,2378,1671,2653,2920,2505,1994
-0.118122,-0.058481,0.523073,-0.103479,0.083719,-0.111011,2411,1661,2647,2920,2537,1994
-0.112741,-0.058824,0.493067,-0.089307,0.081745,-0.137932,2435,1643,2635,2921,2566,1994
-0.112359,-0.060843,0.490930,-0.088271,0.083593,-0.140006,2442,1634,2634,2921,2574,1994
-0.113951,-0.062885,0.493033,-0.088278,0.085838,-0.137539,2448,1624,2635,2923,2578,1994
-0.113656,-0.063632,0.487968,-0.085394,0.086215,-0.141761,2452,1616,2638,2926,2579,1994
-0.114978,-0.064990,0.489419,-0.085224,0.087722,-0.139918,2457,1611,2643,2926,2581,1994
-0.117230,-0.064695,0.484915,-0.080685,0.087198,-0.142057,2465,1602,2648,2929,2582,1994
-0.119910,-0.064566,0.489107,-0.081144,0.087467,-0.137109,2468,1598,2648,2930,2583,1994
-0.122255,-0.064937,0.493178,-0.081786,0.088213,-0.132500,2474,1598,2648,2930,2583,1994
-0.120918,-0.063763,0.483648,-0.077009,0.086322,-0.140720,2482,1598,2648,2930,2588,1994
-0.120852,-0.063614,0.480118,-0.074896,0.085923,-0.143524,2491,1598,2648,2930,2602,1994
-0.123733,-0.063934,0.482807,-0.074268,0.086542,-0.139670,2507,1606,2648,2930,2621,1994
-0.124255,-0.063880,0.482650,-0.073760,0.086498,-0.139470,2508,1609,2648,2930,2621,1994
-0.124368,-0.062919,0.480920,-0.072621,0.085422,-0.140685,2508,1610,2648,2929,2621,1994
-0.123064,-0.061699,0.476301,-0.070831,0.083832,-0.145020,2507,1611,2648,2926,2621,1994
-0.124396,-0.061346,0.481033,-0.072689,0.083863,-0.140455,2507,1611,2648,2924,2621,1994
-0.124148,-0.061439,0.482224,-0.073615,0.084029,-0.139677,2507,1611,2648,2923,2622,1994
-0.121475,-0.060272,0.471903,-0.069405,0.082038,-0.149339,2507,1613,2648,2923,2622,1994
-0.123586,-0.061338,0.480968,-0.073288,0.083819,-0.141002,2507,1618,2648,2923,2622,1994
-0.121195,-0.060158,0.471296,-0.069255,0.081872,-0.149978,2507,1626,2647,2923,2622,1994
-0.123600,-0.060551,0.481025,-0.073323,0.083040,-0.140885,2507,1637,2645,2922,2622,1994
-0.123614,-0.059764,0.481083,-0.073357,0.082260,-0.140769,2507,1646,2641,2922,2622,1994
-0.123262,-0.059385,0.481259,-0.073748,0.081880,-0.140816,2506,1654,2636,2922,2622,1994
-0.119588,-0.061543,0.509155,-0.093740,0.085850,-0.121301,2426,1662,2639,2921,2558,1994
-0.103227,-0.058111,0.558501,-0.136984,0.085265,-0.092247,2136,1663,2648,2921,2378,1994
-0.097622,-0.055659,0.550705,-0.136656,0.082058,-0.101617,2060,1663,2648,2922,2341,1994
-0.096056,-0.055106,0.560983,-0.144207,0.082168,-0.094451,1986,1663,2648,2922,2297,1994
-0.097082,-0.056070,0.568511,-0.148005,0.083697,-0.087978,1961,1662,2648,2922,2280,1994
-0.097722,-0.056459,0.575120,-0.151550,0.084574,-0.082420,1911,1662,2648,2922,2238,1994
-0.097347,-0.056237,0.577001,-0.153004,0.084470,-0.081152,1883,1662,2648,2922,2213,1994
-0.099204,-0.056561,0.587875,-0.158207,0.085628,-0.071489,1857,1662,2648,2922,2188,1994
-0.104004,-0.058771,0.613205,-0.169935,0.089796,-0.048803,1830,1661,2648,2922,2161,1994
-0.105024,-0.058777,0.613267,-0.169168,0.089845,-0.048131,1806,1660,2648,2922,2137,1994
-0.104339,-0.057962,0.607766,-0.166343,0.088620,-0.052812,1781,1659,2648,2921,2110,1994
-0.105376,-0.058148,0.606430,-0.164702,0.088751,-0.053241,1757,1657,2648,2921,2084,1994
-0.111245,-0.059270,0.618799,-0.167646,0.090965,-0.040008,1693,1655,2648,2921,2019,1994
-0.112863,-0.058410,0.614734,-0.163884,0.089885,-0.042145,1659,1654,2648,2921,1986,1994
-0.116666,-0.058765,0.618903,-0.163437,0.090678,-0.036565,1624,1654,2648,2921,1952,1994
-0.122372,-0.058523,0.624854,-0.162587,0.091074,-0.028370,1643,1654,2648,2922,1921,1994
-0.120293,-0.058512,0.624740,-0.164158,0.090975,-0.029733,1687,1654,2648,2924,1947,1994
-0.115636,-0.058312,0.613087,-0.160686,0.089778,-0.041734,1741,1654,2648,2926,1982,1994
-0.114592,-0.058295,0.612900,-0.161396,0.089707,-0.042519,1760,1654,2649,2927,1993,1994
-0.113720,-0.058946,0.615140,-0.163449,0.090481,-0.041344,1787,1655,2649,2928,2006,1994
-0.110834,-0.058013,0.602099,-0.157737,0.088523,-0.053294,1816,1657,2649,2928,2018,1994
-0.108422,-0.056892,0.592984,-0.154061,0.086673,-0.061850,1842,1658,2649,2928,2032,1994
-0.108555,-0.057569,0.597844,-0.156930,0.087694,-0.058000,1868,1658,2649,2928,2048,1994
-0.106510,-0.057085,0.588413,-0.152763,0.086470,-0.066631,1893,1658,2649,2928,2066,1994
-0.107523,-0.057588,0.595880,-0.156539,0.087535,-0.060179,1916,1658,2649,2928,2086,1994
-0.104066,-0.056963,0.579850,-0.149438,0.085652,-0.074853,1941,1658,2649,2927,2109,1994
-0.108758,-0.059826,0.606348,-0.161960,0.090549,-0.051367,1966,1657,2649,2924,2133,1994
-0.100856,-0.056120,0.565174,-0.142976,0.083658,-0.088294,1991,1657,2649,2923,2157,1994
-0.100874,-0.056659,0.567987,-0.144682,0.084393,-0.086113,2018,1657,2649,2923,2180,1994
-0.100843,-0.057498,0.568880,-0.145244,0.085291,-0.085497,2046,1657,2649,2922,2202,1994
-0.105502,-0.060441,0.595545,-0.157893,0.090278,-0.061906,2070,1657,2648,2922,2220,1994
-0.098361,-0.056352,0.551308,-0.136434,0.082819,-0.100746,2096,1656,2648,2922,2244,1994
-0.103554,-0.059791,0.576347,-0.147657,0.088206,-0.078145,2126,1656,2648,2922,2268,1994
-0.098799,-0.057184,0.545595,-0.132571,0.083264,-0.105036,2156,1656,2648,2922,2290,1994
-0.099831,-0.057275,0.543540,-0.130494,0.083250,-0.106026,2185,1656,2648,2922,2312,1994
-0.100308,-0.056968,0.537053,-0.126140,0.082507,-0.110811,2211,1656,2648,2922,2331,1994
-0.104514,-0.057168,0.528489,-0.117562,0.082266,-0.114986,2286,1658,2648,2921,2383,1994
-0.109158,-0.059001,0.542892,-0.122711,0.085284,-0.100958,2309,1658,2648,2921,2401,1994
-0.136576,-0.058932,0.486233,-0.066296,0.082291,-0.128713,2602,1654,2648,2921,2683,1994
-0.138411,-0.059978,0.501510,-0.074209,0.084478,-0.115657,2540,1654,2648,2921,2677,1994
-0.119563,-0.058492,0.513298,-0.096341,0.083099,-0.117817,2404,1654,2649,2921,2590,1994
-0.110001,-0.058412,0.515821,-0.105440,0.082828,-0.121684,2363,1654,2648,2921,2565,1994
-0.106525,-0.058542,0.504558,-0.101270,0.082032,-0.132681,2363,1653,2635,2924,2567,1994
-0.105600,-0.059191,0.502869,-0.100955,0.082525,-0.134628,2363,1652,2634,2924,2568,1994
-0.104213,-0.059996,0.497639,-0.098830,0.082907,-0.139654,2363,1652,2634,2922,2569,1994
-0.104282,-0.061363,0.498771,-0.099453,0.084352,-0.138830,2363,1652,2634,2922,2569,1994
-0.106813,-0.062931,0.512320,-0.105751,0.086964,-0.126748,2363,1652,2634,2922,2569,1994
-0.106930,-0.063220,0.515067,-0.107341,0.087449,-0.124538,2364,1652,2633,2922,2569,1994
-0.102513,-0.060800,0.493306,-0.097502,0.083338,-0.144166,2366,1651,2633,2923,2569,1994
-0.104325,-0.062486,0.502681,-0.101804,0.085747,-0.135817,2368,1651,2633,2923,2570,1994
-0.103976,-0.062907,0.501448,-0.101318,0.086067,-0.137034,2369,1649,2632,2925,2571,1994
-0.103735,-0.062757,0.498116,-0.099465,0.085674,-0.139790,2370,1643,2628,2927,2571,1994
-0.103391,-0.062466,0.493622,-0.096983,0.085055,-0.143512,2370,1638,2623,2929,2572,1994
-0.103971,-0.063785,0.498417,-0.099450,0.086729,-0.139490,2370,1634,2619,2929,2572,1994
-0.103788,-0.065662,0.498357,-0.099535,0.088588,-0.139797,2372,1630,2615,2929,2572,1994
-0.104033,-0.067624,0.499495,-0.100015,0.090633,-0.138908,2372,1627,2613,2929,2572,1994
-0.101186,-0.068354,0.485089,-0.093412,0.090240,-0.152038,2372,1625,2614,2929,2572,1994
-0.103517,-0.067177,0.492500,-0.096134,0.089677,-0.144689,2372,1625,2621,2931,2574,1994
-0.104884,-0.067642,0.499638,-0.099430,0.090694,-0.138275,2371,1625,2623,2931,2574,1994
-0.104695,-0.066947,0.498771,-0.099055,0.089934,-0.139018,2371,1625,2624,2932,2574,1994
-0.105269,-0.065878,0.498725,-0.098588,0.088887,-0.138618,2371,1625,2625,2932,2574,1994
-0.105679,-0.065979,0.499518,-0.098750,0.089059,-0.137751,2371,1625,2625,2932,2575,1994
-0.105679,-0.065979,0.499518,-0.098750,0.089059,-0.137751,2371,1625,2625,2933,2592,1994
-0.104075,-0.064499,0.492429,-0.095685,0.087024,-0.144191,2371,1625,2625,2933,2596,1994
-0.104828,-0.065962,0.499381,-0.099338,0.089000,-0.138379,2371,1625,2625,2933,2596,1994
-0.104828,-0.065962,0.499381,-0.099338,0.089000,-0.138379,2371,1625,2625,2935,2597,1994
-0.105750,-0.065452,0.499394,-0.098625,0.088527,-0.137763,2371,1625,2626,2944,2597,1994
-0.105712,-0.065488,0.498891,-0.098345,0.088526,-0.138185,2371,1625,2626,2958,2597,1994
-0.108564,-0.064654,0.498804,-0.096051,0.087799,-0.136440,2371,1625,2622,2996,2597,1994
-0.110725,-0.064412,0.499553,-0.094808,0.087694,-0.134508,2372,1625,2617,3011,2597,1994
-0.112179,-0.064481,0.498685,-0.093126,0.087757,-0.134305,2373,1624,2614,3016,2597,1994
-0.115425,-0.067471,0.501833,-0.092458,0.091084,-0.130077,2384,1624,2613,3018,2595,1994
-0.115311,-0.067310,0.500353,-0.091641,0.090815,-0.131299,2385,1624,2613,3018,2595,1994
-0.114749,-0.066251,0.496615,-0.089804,0.089475,-0.134499,2385,1624,2613,3018,2591,1994
-0.115263,-0.067118,0.500145,-0.091554,0.090607,-0.131476,2384,1624,2613,3018,2590,1994
-0.115263,-0.067118,0.500145,-0.091554,0.090607,-0.131476,2383,1624,2614,3017,2589,1994
-0.114431,-0.066454,0.500106,-0.092196,0.089911,-0.131964,2375,1624,2616,3017,2588,1994
-0.115602,-0.066910,0.504935,-0.094229,0.090749,-0.127486,2361,1624,2616,3017,2588,1994
-0.113015,-0.065374,0.496173,-0.090914,0.088503,-0.135839,2349,1624,2616,3017,2587,1994
-0.114189,-0.066802,0.506712,-0.096436,0.090712,-0.126945,2338,1624,2616,3017,2583,1994
-0.112635,-0.066618,0.505330,-0.096817,0.090372,-0.128970,2325,1624,2617,3017,2569,1994
-0.110774,-0.066163,0.506345,-0.098915,0.089918,-0.129276,2309,1624,2617,3017,2547,1994
-0.109820,-0.065843,0.505788,-0.099330,0.089523,-0.130273,2293,1624,2617,3017,2524,1994
-0.107495,-0.064488,0.498716,-0.096843,0.087586,-0.137151,2280,1624,2618,3017,2504,1994
-0.109222,-0.065987,0.511740,-0.103454,0.090062,-0.125970,2264,1624,2618,3017,2486,1994
-0.109450,-0.066550,0.518368,-0.107334,0.091098,-0.120663,2248,1624,2619,3017,2473,1994
-0.107281,-0.065522,0.524882,-0.113057,0.090446,-0.116787,2186,1624,2623,3017,2424,1994
-0.107640,-0.065555,0.529768,-0.115772,0.090836,-0.112727,2169,1624,2624,3017,2409,1994
-0.106258,-0.065098,0.537803,-0.121800,0.090892,-0.107220,2118,1624,2624,3017,2366,1994
-0.105421,-0.064355,0.538362,-0.122813,0.090159,-0.107234,2082,1624,2625,3017,2338,1994
-0.104517,-0.064344,0.538270,-0.123471,0.090107,-0.107859,2062,1624,2625,3017,2324,1994
-0.099991,-0.063612,0.565560,-0.143801,0.091120,-0.089113,2078,1637,2627,2963,2314,1994
-0.099383,-0.062724,0.552969,-0.136565,0.089327,-0.099317,2149,1638,2627,2962,2368,1994
-0.103401,-0.064440,0.546192,-0.129212,0.090716,-0.102320,2262,1638,2626,2962,2451,1994
-0.105510,-0.062572,0.515846,-0.108947,0.086803,-0.124745,2359,1638,2626,2962,2540,1994
-0.109322,-0.064076,0.522904,-0.110250,0.088945,-0.116978,2387,1638,2625,2962,2568,1994
-0.105836,-0.060869,0.491145,-0.093553,0.083383,-0.143836,2415,1638,2625,2962,2593,1994
-0.109831,-0.060817,0.481114,-0.084243,0.082781,-0.149272,2465,1638,2625,2962,2638,1994
-0.115988,-0.062817,0.492466,-0.086324,0.085809,-0.136731,2480,1638,2625,2962,2651,1994
-0.117256,-0.062310,0.485042,-0.080773,0.084831,-0.141753,2485,1638,2623,2962,2657,1994
-0.124241,-0.065483,0.506841,-0.088597,0.089794,-0.120581,2483,1638,2622,2962,2657,1994
-0.118293,-0.062322,0.480580,-0.077217,0.084569,-0.144627,2473,1639,2621,2962,2649,1994
-0.117491,-0.062524,0.480368,-0.077716,0.084725,-0.145300,2455,1639,2621,2961,2636,1994
-0.115476,-0.062320,0.478812,-0.078355,0.084334,-0.147743,2432,1639,2621,2961,2614,1994
-0.111357,-0.061763,0.480673,-0.082756,0.083751,-0.148759,2378,1639,2622,2961,2557,1994
-0.110685,-0.062429,0.490665,-0.089410,0.085091,-0.141366,2350,1639,2623,2961,2529,1994
-0.108641,-0.061725,0.492903,-0.092406,0.084468,-0.140802,2321,1639,2623,2961,2505,1994
-0.106554,-0.062036,0.498996,-0.097789,0.085126,-0.137313,2287,1639,2623,2961,2478,1994
-0.098628,-0.059856,0.491252,-0.099321,0.082103,-0.148087,2219,1639,2622,2961,2417,1994
-0.098080,-0.061217,0.504043,-0.107587,0.084337,-0.138472,2179,1639,2622,2961,2382,1994
-0.098010,-0.062460,0.517763,-0.116046,0.086538,-0.127823,2137,1639,2620,2961,2344,1994
-0.095727,-0.062855,0.528705,-0.124558,0.087612,-0.120649,2066,1639,2619,2961,2276,1994
-0.094035,-0.062638,0.530014,-0.126700,0.087422,-0.120638,2028,1639,2619,2961,2239,1994
-0.096370,-0.063957,0.561324,-0.144056,0.091027,-0.094690,1932,1639,2619,2961,2151,1994
-0.092671,-0.060637,0.567583,-0.150859,0.088015,-0.091772,2053,1706,2586,2960,2295,1994
-0.089096,-0.061002,0.554748,-0.145800,0.087339,-0.104084,2088,1709,2580,2960,2329,1994
-0.087737,-0.063889,0.551289,-0.144713,0.089922,-0.107865,2201,1718,2577,2960,2423,1994
-0.085675,-0.061673,0.528797,-0.132565,0.086053,-0.126641,2243,1721,2576,2960,2458,1994
-0.091121,-0.063886,0.545285,-0.138357,0.089627,-0.110514,2281,1724,2576,2960,2490,1994
-0.090497,-0.061708,0.520978,-0.123959,0.085724,-0.129838,2326,1725,2576,2960,2530,1994
-0.108875,-0.060351,0.477468,-0.082766,0.082023,-0.152688,2439,1726,2576,2960,2632,1994
-0.104992,-0.061539,0.500422,-0.099904,0.084670,-0.137110,2356,1726,2576,2960,2552,1994
-0.090732,-0.060653,0.507927,-0.115778,0.083765,-0.139874,2205,1726,2576,2961,2413,1994
-0.088546,-0.061134,0.524505,-0.127671,0.085325,-0.128215,2139,1726,2576,2961,2353,1994
-0.085312,-0.059357,0.514623,-0.124183,0.082735,-0.137827,2111,1726,2576,2961,2325,1994
-0.090860,-0.063796,0.560228,-0.147735,0.090577,-0.098914,2079,1726,2576,2961,2293,1994
-0.086385,-0.060978,0.540566,-0.139236,0.086214,-0.116896,2045,1726,2576,2961,2260,1994
-0.086668,-0.061919,0.551048,-0.145434,0.087900,-0.108553,2015,1726,2576,2961,2230,1994
-0.086614,-0.061379,0.556302,-0.148708,0.087728,-0.104413,1944,1726,2577,2961,2167,1994
-0.087842,-0.061418,0.567380,-0.154537,0.088593,-0.094951,1908,1726,2577,2961,2140,1994
-0.087842,-0.061418,0.567380,-0.154537,0.088593,-0.094951,1875,1726,2577,2961,2112,1994
-0.086777,-0.062033,0.550950,-0.145286,0.088011,-0.108573,2142,1724,2577,2961,2337,1994
-0.087309,-0.062466,0.547759,-0.142903,0.088238,-0.110790,2171,1724,2577,2960,2364,1994
-0.087015,-0.061444,0.534106,-0.134768,0.086250,-0.121626,2197,1724,2576,2960,2389,1994
-0.087367,-0.061424,0.529217,-0.131490,0.085900,-0.125254,2226,1724,2576,2960,2417,1994
-0.087463,-0.060712,0.519689,-0.125576,0.084524,-0.132632,2253,1724,2576,2960,2440,1994
-0.093112,-0.064162,0.543829,-0.135887,0.089876,-0.110460,2279,1725,2576,2960,2462,1994
-0.091254,-0.061742,0.518964,-0.122125,0.085646,-0.130961,2301,1725,2576,2960,2481,1994
-0.093906,-0.061944,0.519182,-0.120163,0.085964,-0.129180,2321,1725,2576,2960,2498,1994
-0.095514,-0.061123,0.502755,-0.108823,0.084054,-0.141049,2352,1725,2576,2960,2524,1994
-0.097215,-0.061154,0.502993,-0.107626,0.084167,-0.139822,2359,1725,2576,2960,2528,1994
-0.102817,-0.064584,0.521279,-0.114381,0.089087,-0.122281,2360,1725,2576,2960,2529,1994
-0.097700,-0.060958,0.493409,-0.101363,0.083318,-0.147046,2359,1725,2576,2960,2529,1994
-0.101753,-0.063713,0.516111,-0.112061,0.087815,-0.126928,2357,1725,2576,2960,2529,1994
-0.096856,-0.060938,0.493244,-0.101929,0.083254,-0.147692,2349,1725,2576,2960,2528,1994
-0.096767,-0.060622,0.496040,-0.103719,0.083131,-0.145522,2341,1725,2576,2960,2528,1994
-0.096126,-0.060503,0.493867,-0.102893,0.082836,-0.147614,2333,1725,2576,2960,2527,1994
-0.096801,-0.061135,0.500782,-0.106596,0.083978,-0.141813,2323,1725,2576,2960,2521,1994
-0.094654,-0.060411,0.495675,-0.105165,0.082814,-0.147087,2307,1725,2576,2960,2504,1994
-0.095183,-0.061316,0.507179,-0.111797,0.084545,-0.137788,2290,1725,2576,2960,2485,1994
-0.093849,-0.061200,0.505442,-0.111786,0.084255,-0.139962,2268,1725,2576,2960,2463,1994
-0.093043,-0.061187,0.508457,-0.114272,0.084424,-0.138084,2244,1725,2576,2960,2440,1994
-0.096790,-0.064753,0.541515,-0.131557,0.090444,-0.110074,2218,1725,2576,2960,2416,1994
-0.088746,-0.060259,0.506174,-0.116275,0.083172,-0.142438,2196,1725,2576,2960,2394,1994
-0.089863,-0.062643,0.536580,-0.134023,0.087728,-0.118032,2141,1725,2576,2960,2339,1994
-0.087720,-0.062539,0.535375,-0.134977,0.087457,-0.120283,2117,1725,2576,2960,2315,1994
-0.086449,-0.061514,0.535678,-0.136179,0.086408,-0.120742,2090,1725,2576,2960,2287,1994
-0.087040,-0.061925,0.543482,-0.140497,0.087388,-0.114276,2063,1725,2576,2960,2262,1994
-0.087695,-0.062041,0.551016,-0.144602,0.088059,-0.107960,2039,1725,2576,2960,2238,1994
-0.089030,-0.063700,0.569557,-0.154906,0.091066,-0.092692,1993,1724,2576,2960,2191,1994
-0.086945,-0.062581,0.561722,-0.151757,0.089320,-0.100042,1970,1724,2576,2960,2170,1994
-0.086617,-0.061621,0.561238,-0.151732,0.088317,-0.100548,1903,1724,2576,2960,2108,1994
-0.089199,-0.063114,0.579313,-0.160767,0.091173,-0.084870,1881,1723,2576,2960,2089,1994
-0.089642,-0.063113,0.579318,-0.160421,0.091190,-0.084594,1857,1723,2576,2960,2067,1994
-0.120144,-0.057447,0.634105,-0.170037,0.090566,-0.022375,1558,1770,2575,2957,1783,1994
-0.117613,-0.054998,0.643842,-0.178042,0.088711,-0.016075,1558,1770,2588,2889,1791,1994
-0.117343,-0.054323,0.645636,-0.179365,0.088154,-0.014776,1558,1770,2589,2886,1791,1994
-0.119408,-0.055530,0.658749,-0.185767,0.090358,-0.003294,1558,1771,2589,2885,1791,1994
-0.116874,-0.053697,0.647247,-0.180731,0.087624,-0.013747,1558,1772,2589,2885,1791,1994
-0.116709,-0.053918,0.645430,-0.179744,0.087711,-0.015295,1558,1772,2589,2885,1791,1994
-0.118855,-0.054514,0.655809,-0.184411,0.089117,-0.005865,1558,1773,2590,2886,1791,1994
-0.119389,-0.054436,0.658648,-0.185734,0.089259,-0.003300,1558,1773,2590,2889,1791,1994
-0.117067,-0.053009,0.645363,-0.179432,0.086815,-0.015056,1558,1773,2590,2890,1791,1994
-0.118314,-0.053329,0.646394,-0.179076,0.087254,-0.013507,1558,1773,2590,2891,1791,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2892,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2892,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2892,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2892,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1558,1774,2590,2893,1792,1994
-0.120166,-0.053658,0.655769,-0.183364,0.088311,-0.005026,1558,1774,2590,2893,1792,1994
-0.118182,-0.052923,0.646400,-0.179189,0.086845,-0.013550,1558,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1559,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1559,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1559,1774,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1562,1775,2590,2893,1792,1994
-0.118142,-0.053015,0.645428,-0.178624,0.086866,-0.014347,1571,1775,2590,2893,1793,1994
-0.118407,-0.053278,0.648237,-0.180135,0.087335,-0.011996,1583,1775,2590,2893,1794,1994
-0.116796,-0.052656,0.643017,-0.178211,0.086287,-0.017039,1593,1775,2590,2894,1799,1994
-0.116288,-0.053121,0.645966,-0.180415,0.086938,-0.015068,1608,1775,2590,2894,1814,1994
-0.113192,-0.052116,0.633217,-0.175048,0.084922,-0.026911,1627,1775,2590,2894,1835,1994
-0.114688,-0.053041,0.645717,-0.181527,0.086780,-0.016238,1649,1775,2590,2894,1861,1994
-0.111637,-0.052833,0.642430,-0.181920,0.086223,-0.020675,1673,1775,2590,2894,1888,1994
-0.108655,-0.054359,0.648353,-0.187890,0.088046,-0.017965,1724,1775,2590,2895,1935,1994
-0.104183,-0.053389,0.634008,-0.182629,0.085899,-0.031909,1750,1775,2591,2895,1956,1994
-0.101134,-0.052580,0.623325,-0.178490,0.084225,-0.042114,1777,1775,2591,2895,1974,1994
-0.102272,-0.054342,0.641419,-0.188673,0.087296,-0.027327,1806,1775,2591,2895,1993,1994
-0.095766,-0.052539,0.616686,-0.178654,0.083511,-0.050620,1859,1776,2591,2895,2031,1994
-0.095220,-0.053005,0.619593,-0.180863,0.084159,-0.048706,1888,1776,2591,2895,2048,1994
-0.092108,-0.051635,0.603711,-0.173590,0.081558,-0.062994,1913,1776,2591,2895,2062,1994
-0.081041,-0.055722,0.584771,-0.170651,0.083875,-0.084991,1894,1766,2577,2891,2093,1994
-0.081953,-0.056976,0.587547,-0.171619,0.085354,-0.082348,1859,1766,2577,2891,2074,1994
-0.082788,-0.057910,0.591034,-0.173088,0.086563,-0.079169,1842,1765,2577,2891,2063,1994
-0.085678,-0.059626,0.611494,-0.183341,0.089822,-0.061443,1825,1765,2577,2890,2054,1994
-0.085082,-0.058640,0.604046,-0.179254,0.088293,-0.067588,1809,1765,2577,2889,2045,1994
-0.086019,-0.058472,0.607919,-0.180893,0.088433,-0.063955,1796,1765,2576,2889,2038,1994
-0.087807,-0.059395,0.614408,-0.183451,0.089878,-0.057829,1765,1762,2576,2888,2017,1994
-0.088402,-0.059451,0.615012,-0.183352,0.089999,-0.056995,1749,1756,2576,2887,2006,1994
-0.087050,-0.059867,0.593954,-0.171490,0.088882,-0.074417,1884,1723,2589,2894,2122,1994
-0.087305,-0.060328,0.598963,-0.174357,0.089704,-0.070357,1912,1724,2589,2894,2141,1994
-0.084699,-0.059472,0.587901,-0.169637,0.087973,-0.080586,1940,1725,2589,2894,2164,1994
-0.084605,-0.060409,0.586161,-0.168631,0.088781,-0.082085,1968,1725,2589,2894,2185,1994
-0.081962,-0.059423,0.575443,-0.164152,0.086944,-0.092055,1993,1725,2589,2894,2202,1994
-0.081796,-0.060139,0.571434,-0.161814,0.087369,-0.095366,2042,1725,2589,2894,2234,1994
-0.080384,-0.059136,0.559350,-0.155525,0.085467,-0.105654,2064,1726,2589,2894,2251,1994
-0.080643,-0.059076,0.556161,-0.153365,0.085193,-0.107999,2090,1726,2589,2893,2275,1994
-0.083878,-0.061278,0.574998,-0.162343,0.088835,-0.091378,2107,1726,2589,2891,2292,1994
